802.857, -181.278, 2332.35, 2.0
716.733, 98.2431, 2248.15, 2.0
625.459, 370.064, 2150.79, 2.0
570.196, 502.157, 2120.81, 2.0
481.441, 265.694, 2234.1, 2.0
387.58, 57.9069, 2309.92, 2.0
356.595, -157.749, 2192.39, 2.0
815.446, 321.195, 2168.73, 2.0
1044.21, 272.06, 2110.55, 2.0
1138.79, 194.223, 1893.99, 2.0
718.681, -190.81, 2314.25, 2.0
710.087, -538.791, 2265.34, 2.0
946.73, -860.065, 2426.69, 2.0
863.411, -166.386, 2281.77, 2.0
1032.96, -459.988, 2275.93, 2.0
1126.01, -833.531, 2469.38, 2.0
649.046, 303.302, 2177.45, 2.0
