814.16, -188.295, 2366.39, 2.0
734.267, 85.6234, 2317.07, 2.0
652.074, 352.323, 2255.35, 2.0
604.693, 481.927, 2239.07, 2.0
502.487, 234.269, 2336.45, 2.0
346.439, 78.6414, 2366.92, 2.0
228.778, -94.6716, 2265.34, 2.0
819.829, 286.912, 2240.61, 2.0
972.972, 298.081, 2070.89, 2.0
898.853, 309.413, 1822.73, 2.0
724.179, -200.134, 2354.47, 2.0
765.825, -532.872, 2315.37, 2.0
1002.28, -830.961, 2434.82, 2.0
880.85, -170.888, 2310.37, 2.0
1138.24, -363.315, 2211.58, 2.0
1259.34, -709.742, 2368.12, 2.0
673.049, 286.69, 2273.02, 2.0
