-407.738, -388.326, 2158.01, 2.0
-372.116, -49.4314, 2231.92, 2.0
-336.406, 280.539, 2291.49, 2.0
-357.714, 421.182, 2382.18, 2.0
-444.743, 151.355, 2152.15, 2.0
-649.777, -64.0951, 2202.08, 2.0
-737.177, -280.051, 2324.74, 2.0
-253.456, 118.846, 2153.75, 2.0
-158.297, -165.732, 2162.3, 2.0
-169.981, -360.006, 2261.63, 2.0
-476.421, -372.616, 2116.45, 2.0
-653.854, -640.168, 2284.16, 2.0
-713.003, -924.891, 2185.86, 2.0
-325.873, -391.498, 2129.88, 2.0
-359.654, -677.493, 2323.69, 2.0
-562.397, -885.005, 2222.36, 2.0
-345.571, 199.338, 2278.95, 2.0
