719.325, -230.664, 2335.95, 2.0
642.521, 51.3618, 2251.53, 2.0
561.036, 324.163, 2154.12, 2.0
520.703, 452.355, 2126.63, 2.0
416.017, 219.229, 2229.89, 2.0
284.191, 45.42, 2325.96, 2.0
246.58, -149.606, 2176.27, 2.0
752.567, 275.096, 2172.71, 2.0
980.835, 301.041, 2073.61, 2.0
1010.55, 250.149, 1830.08, 2.0
636.311, -236.938, 2316.51, 2.0
648.655, -583.232, 2263.2, 1.0
837.112, -933.353, 2428.2, 1.0
780.946, -217.591, 2286.13, 2.0
1005.36, -471.258, 2259.71, 2.0
1082.38, -850.94, 2448.97, 2.0
581.94, 257.125, 2180.78, 2.0
