390.172, -722.453, 2967.81, 2.0
64.7596, -704.484, 2923.49, 2.0
-252.974, -684.312, 2860.93, 2.0
-397.998, -663.739, 2852.0, 2.0
-149.208, -767.133, 2788.62, 2.0
33.5378, -794.74, 2673.75, 2.0
244.893, -783.183, 2549.67, 2.0
-115.297, -536.22, 2922.21, 2.0
119.814, -539.743, 2957.81, 2.0
358.935, -534.724, 2940.17, 2.0
384.348, -789.921, 2893.85, 2.0
685.534, -751.827, 2716.53, 2.0
972.107, -770.413, 2753.71, 2.0
386.492, -637.321, 2967.76, 2.0
751.905, -689.291, 2827.79, 2.0
1097.51, -749.911, 2870.22, 2.0
-174.507, -689.885, 2879.25, 2.0
