458.163, -782.058, 2209.32, 2.0
826.348, -702.685, 2319.01, 2.0
1180.59, -627.288, 2417.16, 2.0
1272.54, -520.366, 2433.34, 1.0
981.29, -605.288, 2226.28, 1.0
676.194, -590.59, 2145.47, 1.0
375.093, -654.74, 2145.28, 2.0
1023.03, -714.789, 2235.45, 2.0
779.256, -834.046, 2098.61, 2.0
573.397, -711.558, 2032.7, 1.0
432.465, -702.957, 2183.33, 2.0
114.014, -787.99, 2194.91, 2.0
-243.873, -802.947, 2182.58, 2.0
470.101, -838.41, 2167.77, 2.0
464.431, -889.58, 2073.35, 1.0
66.8075, -893.992, 2250.38, 1.0
1094.02, -646.04, 2394.84, 2.0
