-10.223, -797.904, 2318.12, 2.0
-322.941, -790.119, 2325.52, 2.0
-624.737, -777.875, 2321.05, 2.0
-758.964, -851.129, 2317.1, 2.0
-634.445, -944.947, 2295.48, 1.0
-415.695, -938.769, 2074.29, 1.0
-214.198, -911.334, 1911.25, 2.0
-536.056, -624.875, 2373.66, 2.0
-264.492, -543.725, 2396.08, 2.0
-31.3356, -544.583, 2285.13, 2.0
-22.7902, -858.149, 2245.59, 2.0
351.274, -866.289, 2080.29, 1.0
792.665, -949.585, 2025.25, 1.0
2.7577, -711.851, 2315.98, 2.0
354.98, -796.739, 2061.58, 2.0
743.432, -794.958, 2214.12, 2.0
-550.861, -781.731, 2324.34, 2.0
