460.081, -777.792, 2211.88, 2.0
827.475, -700.36, 2321.69, 2.0
1181.07, -627.299, 2419.06, 2.0
1273.01, -520.372, 2435.25, 1.0
982.035, -604.883, 2227.28, 2.0
676.939, -590.184, 2146.47, 1.0
375.837, -654.36, 2146.1, 2.0
1024.25, -715.304, 2236.89, 2.0
779.438, -834.346, 2099.41, 2.0
573.858, -712.019, 2032.93, 2.0
435.811, -699.781, 2184.56, 2.0
101.325, -784.157, 2197.91, 2.0
-244.306, -802.67, 2183.01, 2.0
470.392, -832.578, 2172.04, 2.0
463.684, -886.132, 2074.09, 1.0
66.0611, -890.561, 2251.11, 1.0
1094.67, -645.547, 2397.03, 2.0
