365.616, -337.917, 3020.44, 2.0
293.781, -263.512, 2709.17, 2.0
227.222, -214.278, 2381.14, 2.0
245.087, -161.146, 2287.74, 2.0
26.9508, -213.114, 2606.22, 1.0
96.0647, -398.645, 2681.15, 2.0
158.582, -606.844, 2682.03, 1.0
425.896, -263.394, 2482.29, 1.0
398.394, -480.911, 2471.11, 2.0
379.289, -695.955, 2431.24, 2.0
269.668, -323.929, 3005.11, 2.0
174.801, -691.508, 2717.11, 2.0
178.428, -1029.7, 2708.81, 2.0
451.359, -345.172, 2969.56, 2.0
327.989, -645.529, 2656.01, 2.0
376.33, -1007.73, 2683.98, 2.0
244.679, -227.406, 2466.31, 2.0
