193.43, -496.856, 3077.6, 2.0
167.784, -349.232, 2814.98, 2.0
138.478, -203.308, 2543.37, 2.0
181.454, -134.006, 2472.45, 2.0
16.3671, -143.799, 2618.42, 2.0
-73.7187, -315.092, 2697.59, 2.0
-7.58364, -553.281, 2615.26, 2.0
321.532, -232.232, 2617.18, 2.0
413.735, -443.363, 2628.8, 2.0
406.633, -696.478, 2611.86, 2.0
117.754, -462.591, 3066.97, 2.0
9.38487, -482.593, 2686.07, 2.0
108.094, -775.175, 2854.58, 2.0
263.531, -520.724, 3016.77, 2.0
287.131, -490.812, 2656.76, 2.0
280.652, -785.552, 2846.77, 2.0
147.738, -239.15, 2613.61, 2.0
