107.039, -388.428, 2450.09, 2.0
51.1521, -251.942, 2201.19, 2.0
-9.81614, -126.111, 1944.21, 2.0
-75.8824, -211.237, 1859.83, 2.0
-122.496, -166.247, 1959.52, 1.0
-203.788, -431.637, 2123.35, 2.0
-189.864, -735.203, 2153.56, 2.0
161.465, -269.689, 1887.06, 2.0
191.366, -510.367, 1908.4, 2.0
131.583, -836.197, 1905.44, 2.0
41.4974, -368.964, 2423.5, 2.0
-82.3292, -840.789, 2253.14, 2.0
-20.8007, -1161.26, 2265.99, 2.0
169.151, -395.39, 2397.8, 2.0
64.4653, -943.351, 2231.13, 1.0
19.0238, -1290.11, 2225.11, 1.0
4.97458, -158.956, 2010.3, 2.0
