-3.73853, -374.882, 3061.67, 2.0
22.5335, -248.033, 2770.34, 2.0
48.1309, -121.682, 2466.09, 2.0
40.7992, -35.1438, 2392.44, 2.0
-160.568, -15.9479, 2589.22, 2.0
-303.951, -173.036, 2777.84, 2.0
-329.053, -390.873, 2808.59, 2.0
159.512, -150.201, 2523.13, 2.0
196.52, -371.481, 2492.99, 2.0
174.845, -588.999, 2435.95, 2.0
-75.0183, -326.657, 3052.61, 2.0
-169.654, -449.399, 2660.86, 2.0
-104.298, -841.338, 2752.63, 2.0
67.6675, -413.874, 2995.15, 2.0
92.166, -462.529, 2626.72, 2.0
76.7714, -841.159, 2775.7, 2.0
41.8326, -153.158, 2544.59, 2.0
