332.648, -333.073, 2997.17, 2.0
288.817, -232.86, 2727.77, 2.0
238.761, -141.528, 2446.27, 2.0
236.595, -58.8301, 2367.12, 2.0
52.8878, -141.865, 2577.01, 2.0
54.7073, -309.551, 2699.27, 2.0
142.824, -508.819, 2673.2, 2.0
402.666, -166.635, 2465.49, 2.0
407.738, -380.223, 2497.46, 2.0
374.302, -648.068, 2458.22, 2.0
249.947, -326.217, 2982.9, 2.0
168.504, -688.974, 2703.94, 2.0
177.461, -1028.25, 2711.92, 2.0
416.071, -339.806, 2928.23, 2.0
331.889, -627.31, 2674.98, 2.0
378.448, -990.619, 2695.88, 2.0
252.593, -164.032, 2518.66, 2.0
